"Name","model_name","ID","Notes","State","censor_dynamic","censor_level","censored","covariates","forecast_lead","hidden_dim","learning_rate","log_every_n_steps","logger","loss","max_epochs","max_steps","mode","move_metrics_to_cpu","multiple_trainloader_mode","no_self_loops","num_nodes","num_sanity_val_steps","overfit_batches","precision","reload_dataloaders_every_n_epochs","replace_sampler_ddp","save_predictions","sequence_length","sync_batchnorm","test_end","track_grad_norm","train_end","train_start","val_end","weight_decay","cluster","epoch","test_loss","test_loss_true","test_mae","test_mse","test_rmse","train_loss","train_loss_true","train_mae","train_mse","train_rmse","trainer/global_step","val_loss","val_loss_true","val_mae","val_mse","val_rmse"
"copper-frog-1126","AR","v0q7clxa","-","finished","true","2","true","false","1","","0.0005927787748490534","50","true","CPNLL","30","-1","train","false","max_size_cycle","","1","2","0","32","0","true","false","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.06470644058196104","WEBSTER","30","0.8199694156646729","-0.11605183035135268","1.1683056354522705","3.0855464935302734","1.5921659469604492","0.7833475470542908","-0.7336105108261108","1.3240480422973633","3.924208402633667","1.8553706407546997","28410","0.7903403043746948","-0.2536165416240692","1.232875108718872","3.471158981323242","1.698164463043213"
"logical-glade-1125","AR","0v5idfdm","-","finished","true","2","true","false","1","","0.0005927787748490534","50","true","CPNLL","30","-1","train","false","max_size_cycle","","1","2","0","32","0","true","false","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.06470644058196104","WEBSTER","30","0.8643076419830322","0.11566219478845596","1.6396763324737549","6.988440990447998","2.264498472213745","0.7782310843467712","-0.7493257522583008","1.2897356748580933","3.638186454772949","1.8087196350097656","28410","0.8364340662956238","-0.006233444903045893","1.757200837135315","7.762645721435547","2.4204604625701904"
"trim-leaf-1124","AR","e8205cw8","-","finished","true","2","true","false","1","","0.0005927787748490534","50","true","CPNLL","30","-1","train","false","max_size_cycle","","1","2","0","32","0","true","false","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.06470644058196104","HIGH","30","1.1123191118240356","-0.30066895484924316","1.144723653793335","3.424140214920044","1.6199434995651243","1.083417534828186","-0.777147650718689","1.1200942993164062","3.154543161392212","1.6726956367492676","28410","1.1037615537643433","-0.39205124974250793","1.0716898441314695","2.935837984085083","1.5044283866882324"
"kind-voice-1123","AR","7cmkli8u","-","finished","true","2","true","false","1","","0.0005927787748490534","50","true","CPNLL","30","-1","train","false","max_size_cycle","","1","2","0","32","0","true","false","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.06470644058196104","TED","30","1.2187809944152832","0.3342162072658539","1.4840251207351685","8.805791854858398","2.271479368209839","0.8787466287612915","0.6466688513755798","0.6325024366378784","1.7068662643432615","1.091657638549805","28410","1.1426243782043457","0.34851762652397156","1.6513413190841677","11.860140800476074","2.5682497024536133"
"upbeat-sun-1122","AR","ecy30nta","-","finished","true","2","true","false","1","","0.0005927787748490534","50","true","CPNLL","30","-1","train","false","max_size_cycle","","1","2","0","32","0","true","false","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.06470644058196104","HAMILTON","30","0.4622804522514343","0.8593137264251709","1.559937596321106","4.865167140960693","2.097959041595459","0.4675739705562592","0.7766517400741577","1.3992557525634766","4.208718776702881","1.9703726768493652","28410","0.478500634431839","0.876906156539917","1.5555261373519895","5.06404447555542","2.099992036819458"
"breezy-surf-1121","AR","p0ipgahp","-","finished","true","2","true","false","1","","0.0005927787748490534","50","true","CPNLL","30","-1","train","false","max_size_cycle","","1","2","0","32","0","true","false","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.06470644058196104","RINCONADA","30","0.6650254130363464","0.728800356388092","0.6130249500274658","0.7864229679107666","0.8438013195991516","0.5953195691108704","0.6658898591995239","0.7149630784988403","1.0648884773254397","0.9887072443962096","28410","0.6734917163848877","0.750822901725769","0.6007546782493591","0.78397136926651","0.8236899375915527"
"desert-firebrand-1120","AR","rkm7dkuh","-","finished","true","2","true","false","1","","0.0005927787748490534","50","true","CPNLL","30","-1","train","false","max_size_cycle","","1","2","0","32","0","true","false","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.06470644058196104","CAMBRIDGE","30","1.353013038635254","-0.7240254878997803","1.0528979301452637","2.9248721599578857","1.519388198852539","0.94138365983963","0.300350159406662","1.021546483039856","2.255640983581543","1.417822241783142","28410","1.268540382385254","-0.3017285466194153","0.9599593281745912","2.568573474884033","1.3841979503631592"
"morning-forest-1118","AR","4a1iyrqp","-","finished","true","2","true","false","1","","0.0005927787748490534","50","true","CPNLL","30","-1","train","false","max_size_cycle","","1","2","0","32","0","true","false","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.06470644058196104","BRYANT","30","1.1242132186889648","-0.8478782773017883","0.8292877674102783","1.356865167617798","1.1031272411346436","1.15169358253479","-0.4021666944026947","0.9674068689346312","2.4838709831237793","1.4773519039154053","28410","1.16343355178833","-1.0430068969726562","0.8726168274879456","1.5076172351837158","1.1581820249557495"
"tough-wind-1116","AR","4z6gue7z","-","finished","true","2","true","false","1","","0.0005927787748490534","50","true","CPNLL","30","-1","train","false","max_size_cycle","","1","2","0","32","0","true","false","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.06470644058196104","MPL","30","0.6890608668327332","0.6961658000946045","0.6132188439369202","0.6077867746353149","0.7652793526649475","0.841532826423645","0.3831367492675781","0.8871302008628845","1.9896713495254517","1.3183106184005735","28410","0.697546124458313","0.6954578757286072","0.591273844242096","0.5680017471313477","0.7381143569946289"
"zany-bird-1115","AR","0h5lqh98","-","finished","true","2","true","false","1","","0.0005927787748490534","50","true","CPNLL","30","-1","train","false","max_size_cycle","","1","2","0","32","0","true","false","336","false","2019-07-01","-1","2018-10-01","2017-01-01","2019-04-01","0.06470644058196104","BRYANT","30","1.1031326055526731","-0.845373809337616","0.8604881763458252","1.5742803812026978","1.1684606075286863","1.1478002071380615","-0.4068439602851868","0.9606837630271912","2.415464401245117","1.4711300134658811","28410","1.1249642372131348","-1.0516438484191897","0.911890745162964","1.806833267211914","1.240656495094299"
