"Name","model_name","State","Tags","adjecency_threshold","hidden_dim","learning_rate","max_epochs","save_predictions","use_activation","use_dropout","print_cluster_loss","epoch","test_loss","test_loss_true","test_mae","test_mse","test_rmse","train_loss","train_loss_true","train_mae","train_mse","train_rmse","trainer/global_step","val_loss","val_loss_true","val_mae","val_mse","val_rmse","BRYANT_test_loss","BRYANT_test_loss_true","BRYANT_test_mae","BRYANT_test_mse","BRYANT_test_rmse","BRYANT_val_loss","BRYANT_val_loss_true","BRYANT_val_mae","BRYANT_val_mse","BRYANT_val_rmse","CAMBRIDGE_test_loss","CAMBRIDGE_test_loss_true","CAMBRIDGE_test_mae","CAMBRIDGE_test_mse","CAMBRIDGE_test_rmse","CAMBRIDGE_val_loss","CAMBRIDGE_val_loss_true","CAMBRIDGE_val_mae","CAMBRIDGE_val_mse","CAMBRIDGE_val_rmse","HAMILTON_test_loss","HAMILTON_test_loss_true","HAMILTON_test_mae","HAMILTON_test_mse","HAMILTON_test_rmse","HAMILTON_val_loss","HAMILTON_val_loss_true","HAMILTON_val_mae","HAMILTON_val_mse","HAMILTON_val_rmse","HIGH_test_loss","HIGH_test_loss_true","HIGH_test_mae","HIGH_test_mse","HIGH_test_rmse","HIGH_val_loss","HIGH_val_loss_true","HIGH_val_mae","HIGH_val_mse","HIGH_val_rmse","MPL_test_loss","MPL_test_loss_true","MPL_test_mae","MPL_test_mse","MPL_test_rmse","MPL_val_loss","MPL_val_loss_true","MPL_val_mae","MPL_val_mse","MPL_val_rmse","RINCONADA_test_loss","RINCONADA_test_loss_true","RINCONADA_test_mae","RINCONADA_test_mse","RINCONADA_test_rmse","RINCONADA_val_loss","RINCONADA_val_loss_true","RINCONADA_val_mae","RINCONADA_val_mse","RINCONADA_val_rmse","TED_test_loss","TED_test_loss_true","TED_test_mae","TED_test_mse","TED_test_rmse","TED_val_loss","TED_val_loss_true","TED_val_mae","TED_val_mse","TED_val_rmse","WEBSTER_test_loss","WEBSTER_test_loss_true","WEBSTER_test_mae","WEBSTER_test_mse","WEBSTER_test_rmse","WEBSTER_val_loss","WEBSTER_val_loss_true","WEBSTER_val_mae","WEBSTER_val_mse","WEBSTER_val_rmse"
"rich-valley-5377","TGCN","finished","","1.5","512","0.00001","15","true","true","false","false","15","1.2273296117782593","0.40059876441955566","1.114620566368103","2.927706480026245","1.7019888162612915","1.189189314842224","0.35165825486183167","0.9298757910728456","1.7200045585632324","1.311489462852478","3555","1.2068544626235962","0.3761504590511322","1.098452091217041","2.86566162109375","1.669317364692688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"whole-river-5121","TGCN","finished","","1.5","512","0.00001","15","true","true","false","false","15","1.2146354913711548","0.3873477280139923","1.1140574216842651","2.917665481567383","1.6981323957443235","1.3329017162322998","0.1248936653137207","1.140460729598999","2.562272071838379","1.6007099151611328","3555","1.20600163936615","0.3822166919708252","1.104811429977417","2.902163505554199","1.678963303565979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fresh-plant-5120","TGCN","finished","","1.5","512","0.00001","15","true","true","false","false","15","1.2076501846313477","0.36196577548980713","1.097252368927002","2.8199217319488525","1.670140027999878","1.2848005294799805","0.2681039869785309","1.0702015161514282","2.4154345989227295","1.5541667938232422","3555","1.1983323097229004","0.3540802299976349","1.085665941238403","2.7917120456695557","1.6480752229690552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"royal-wind-5119","TGCN","finished","","1.5","512","0.00001","15","true","true","false","false","15","1.213739275932312","0.3775152862071991","1.1061233282089231","2.8721275329589844","1.6854615211486816","1.231203556060791","0.23643210530281067","1.0383387804031372","2.308502197265625","1.519375562667847","3555","1.1952402591705322","0.3532910645008087","1.0890910625457764","2.801846742630005","1.650916337966919","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
